id,host_id,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24763572,108773366,1,1.29598,103.8534,0,125,1,0,1887.0,,109,362
24763675,108773366,1,1.29675,103.85354,0,125,1,3,17.0,0.26,109,363
24763826,108773366,1,1.29635,103.85161,0,106,1,35,15.0,3.03,109,332
24764493,108773366,1,1.2961200000000002,103.85164,0,106,1,4,170.0,0.27,109,364
24765067,108773366,1,1.29816,103.8517,0,106,1,0,1887.0,,109,364
24765141,108773366,1,1.29817,103.85343,0,106,1,0,1887.0,,109,364
24765195,108773366,1,1.29786,103.85125,0,135,1,0,1887.0,,109,364
24780361,15745786,1,1.28849,103.84819,2,69,1,0,1887.0,,4,266
24781520,15745786,1,1.2883,103.84971,2,140,1,0,1887.0,,4,31
24781937,183618288,1,1.31419,103.85661999999999,1,110,30,18,50.0,1.18,30,45
24782472,23336011,1,1.2883200000000001,103.8497,1,160,7,0,1887.0,,40,365
24782626,23336011,1,1.28175,103.84597,1,135,7,4,52.0,0.35,40,365
24784280,60182736,1,1.29312,103.8363,1,115,90,1,289.0,0.1,1,209
24785006,2413412,1,1.30871,103.86085,0,39,18,1,243.0,0.12,112,359
24785585,183618288,1,1.28301,103.84679,1,181,3,13,146.0,0.87,30,53
24785613,2413412,1,1.3113700000000001,103.86375,0,35,18,1,437.0,0.07,112,362
24786308,183618288,1,1.28376,103.84527,1,181,3,11,19.0,0.75,30,45
24786824,15745786,1,1.2886600000000001,103.84992,2,281,1,0,1887.0,,4,31
24787083,15745786,1,1.28651,103.84911,2,60,1,0,1887.0,,4,365
24792059,28321312,2,1.35507,103.73999,0,50,5,1,458.0,0.07,1,362
24804247,8527085,1,1.30203,103.83936,1,210,2,35,15.0,2.22,38,291
24810174,125105902,1,1.28081,103.8454,2,32,1,5,227.0,0.33,7,0
24821628,70114962,4,1.37371,103.82744,0,69,7,0,1887.0,,2,86
24833918,187738931,4,1.3615,103.8615,0,75,1,5,47.0,0.71,1,36
24834560,109275281,3,1.31304,103.92399,0,50,5,10,49.0,0.63,1,63
24835791,187757773,2,1.35372,103.75294,0,100,90,0,1887.0,,1,364
24848765,22907669,4,1.36935,103.84156999999999,0,21,180,0,1887.0,,1,185
24851345,66406177,1,1.27377,103.84405,1,146,30,2,249.0,0.18,274,327
24855606,1439258,1,1.28106,103.78588,0,69,1,5,16.0,0.33,32,317
24857166,18618387,1,1.27956,103.78594,0,87,3,12,11.0,0.78,18,365
24863189,52897090,3,1.31484,103.91863000000001,0,56,3,33,23.0,2.09,5,130
24874562,23336011,1,1.2969,103.85561,1,165,7,0,1887.0,,40,327
24881098,41039458,2,1.33503,103.74125,1,135,28,2,249.0,0.15,10,245
24883109,80570036,1,1.31815,103.84191,1,239,1,30,18.0,2.03,22,143
24883137,71047039,1,1.28324,103.84644,1,300,3,30,56.0,2.05,16,36
24883645,14021375,1,1.28108,103.8426,0,15,1,2,352.0,0.17,2,0
24894201,97878860,1,1.28395,103.84346,0,39,90,1,53.0,0.55,59,354
24897919,169949358,1,1.2983799999999999,103.85217,0,44,5,0,1887.0,,4,0
24900501,156409670,1,1.32305,103.85271999999999,1,299,3,0,1887.0,,78,364
24900530,8948251,1,1.31029,103.86155,0,36,28,0,1887.0,,83,331
24907953,156409670,1,1.32292,103.85292,0,142,3,0,1887.0,,78,364
24919927,2413412,1,1.3090700000000002,103.8605,0,37,18,2,26.0,1.13,112,341
24922100,188430379,2,1.3048799999999998,103.76606,0,36,1,0,1887.0,,1,0
24923536,184542569,1,1.3115700000000001,103.85423,1,260,1,0,1887.0,,3,347
24927780,20883050,1,1.31021,103.88266999999999,0,60,1,25,26.0,1.62,37,353
24929061,14259114,1,1.2946600000000001,103.8386,0,51,2,8,9.0,0.53,1,0
24940113,66406177,1,1.29005,103.81713,1,204,90,0,1887.0,,274,279
24941484,66406177,1,1.3184799999999999,103.88173,1,124,30,7,46.0,0.46,274,312
24958774,17922251,1,1.31633,103.84536999999999,1,160,1,85,17.0,5.44,1,130
24962718,72139700,2,1.3463100000000001,103.72518000000001,0,50,1,1,455.0,0.07,1,361
24972169,97878860,1,1.28348,103.84228,0,60,90,1,357.0,0.08,59,361
24973289,186186852,1,1.29188,103.83787,0,187,1,7,147.0,0.46,5,349
24975249,20883050,1,1.31174,103.88197,0,60,1,11,24.0,0.71,37,363
24977961,26276079,1,1.30312,103.7968,0,50,181,0,1887.0,,2,119
24979153,188842185,1,1.28314,103.83454,0,60,2,63,15.0,4.12,1,252
24979452,186186852,1,1.2903200000000001,103.83726,0,187,1,18,36.0,1.26,5,346
24979664,186186852,1,1.2917100000000001,103.83807,0,274,1,5,37.0,0.41,5,356
24979977,186186852,1,1.29168,103.83847,0,178,1,22,39.0,1.64,5,355
24984672,187856464,5,1.35107,103.82030999999999,1,85,2,69,20.0,4.45,1,276
24988864,100368677,1,1.3033,103.84997,1,110,4,23,22.0,1.48,5,17
24996138,186186852,1,1.29029,103.83688000000001,0,256,1,6,126.0,0.42,5,355
25008022,185506120,1,1.314,103.85426,1,218,2,6,23.0,0.4,3,111
25012242,99951899,1,1.33182,103.8687,1,299,2,47,29.0,3.12,1,225
25015675,153225818,1,1.3155700000000001,103.85521999999999,1,235,2,2,374.0,0.15,2,0
25020069,32184450,1,1.3174299999999999,103.85195,1,300,20,1,392.0,0.08,67,261
25020267,2413412,1,1.2838399999999999,103.84294,0,57,28,2,365.0,0.16,112,333
25022657,156409670,1,1.27465,103.84723000000001,1,179,30,0,1887.0,,78,363
25034490,28204338,1,1.2786899999999999,103.84985999999999,1,181,30,24,31.0,1.61,5,169
25047044,18618387,1,1.28154,103.78746,0,65,1,10,20.0,0.73,18,354
25058544,189449378,1,1.2931,103.82755999999999,1,117,1,26,201.0,1.68,26,235
25058953,183618288,1,1.31477,103.85750999999999,1,100,30,7,342.0,0.47,30,57
25059372,183618288,1,1.31626,103.85636,1,110,30,7,363.0,0.47,30,89
25060330,178584113,1,1.27734,103.84902,1,300,4,4,73.0,0.53,15,351
25067515,8916412,1,1.31515,103.90303,0,49,7,1,467.0,0.06,1,0
25086316,189449378,1,1.29467,103.83019,1,124,2,34,163.0,2.41,26,328
25087117,2413412,1,1.30936,103.86244,0,42,18,1,344.0,0.09,112,359
25092261,31241923,1,1.31249,103.9008,1,90,1,1,462.0,0.06,1,0
25096569,32798595,1,1.2818399999999999,103.85289,1,100,60,0,1887.0,,41,365
25102785,66406177,1,1.27531,103.84409000000001,1,165,21,6,2.0,0.47,274,0
25105657,66406177,1,1.2732299999999999,103.84648,1,151,30,2,373.0,0.16,274,301
25129846,41039458,1,1.28179,103.78338000000001,1,125,25,4,57.0,0.56,10,159
25130085,161561473,1,1.31121,103.88193000000001,0,50,2,31,22.0,2.07,9,345
25141849,41234655,3,1.31904,103.91086999999999,1,250,1,1,165.0,0.18,2,353
25143657,189449378,1,1.29477,103.82821,1,132,2,34,125.0,2.51,26,262
25158461,66406177,1,1.2757100000000001,103.84531,1,140,7,3,72.0,0.23,274,0
25183317,68059127,3,1.31692,103.91223000000001,0,87,3,1,424.0,0.07,21,343
25183623,68059127,3,1.31877,103.91253,0,99,3,4,24.0,0.3,21,341
25183926,68059127,3,1.31673,103.91399,0,99,3,0,1887.0,,21,343
25184205,68059127,3,1.31869,103.91278,0,99,3,0,1887.0,,21,337
25186090,61619807,1,1.29437,103.84026,1,115,2,28,28.0,1.87,27,338
25200482,183618288,1,1.28294,103.84549,1,190,3,15,111.0,1.05,30,78
25202450,8492007,1,1.31375,103.8544,1,218,5,3,168.0,0.21,203,155
25214896,105300489,1,1.30935,103.85746999999999,2,300,1,0,1887.0,,1,270
25221807,2413412,1,1.31044,103.86182,0,42,18,2,187.0,0.18,112,362
25223527,4181021,1,1.31244,103.84226,1,156,4,18,7.0,1.19,1,50
25234957,182688038,1,1.32356,103.85039,1,281,30,0,1887.0,,2,362
25246986,20883050,1,1.31179,103.88323000000001,0,60,1,37,15.0,2.49,37,359
25273104,20380142,1,1.3035,103.84229,1,90,5,6,127.0,0.43,1,69
25276302,81007133,3,1.31788,103.9233,1,99,25,0,1887.0,,1,0
25282863,24038248,4,1.38125,103.86759,0,62,2,79,1.0,5.19,5,31
25300648,107909050,2,1.3538700000000001,103.71593,0,108,2,4,288.0,0.29,1,364
25306072,32798595,1,1.27996,103.85168,0,65,60,0,1887.0,,41,365
25306121,144936523,1,1.31225,103.88329,1,110,6,2,64.0,0.49,12,88
25306790,144936523,1,1.3139299999999998,103.88521,1,110,6,1,74.0,0.39,12,43
25307313,144936523,1,1.31233,103.88485,0,115,6,1,176.0,0.17,12,87
25307669,144936523,1,1.31341,103.88452,1,131,29,3,30.0,0.22,12,83
25308084,144936523,1,1.3123799999999999,103.88368,1,131,29,2,388.0,0.14,12,88
25310826,519472,3,1.34981,103.9269,1,115,90,0,1887.0,,1,365
25324517,1439258,1,1.27704,103.78563,0,69,5,0,1887.0,,32,361
25328461,22103887,1,1.3164,103.84213000000001,1,119,4,47,27.0,3.2,3,43
25353206,8948251,1,1.2845,103.84329,0,65,90,1,404.0,0.07,83,361
25356260,189819621,2,1.3530200000000001,103.76836999999999,0,40,1,9,352.0,0.62,1,0
25364632,32798595,1,1.28199,103.85305,1,110,40,0,1887.0,,41,365
25364635,147045113,1,1.33571,103.86950999999999,1,219,5,0,1887.0,,1,0
25366424,24038248,4,1.38351,103.86913,0,46,2,64,2.0,4.23,5,30
25376102,191309433,4,1.36215,103.89035,0,42,1,19,79.0,1.28,4,67
25381551,182133846,1,1.3202,103.85885,0,31,181,0,1887.0,,2,191
25385698,52310102,1,1.27948,103.78768000000001,0,99,1,1,14.0,1.0,14,365
25399038,181538046,4,1.38014,103.89863000000001,0,49,3,0,1887.0,,1,88
25424295,18618387,1,1.28016,103.7877,0,56,3,4,129.0,0.29,18,365
25428764,41039458,1,1.29491,103.8069,1,125,90,3,241.0,0.26,10,129
25435388,48751387,1,1.3253,103.9048,0,129,1,36,8.0,2.6,1,334
25440553,50262492,1,1.3536299999999999,103.83469000000001,0,40,91,0,1887.0,,2,179
25445549,191196476,1,1.31044,103.8584,0,86,2,7,40.0,0.47,2,349
25465901,64607147,1,1.3059,103.83577,0,106,1,0,1887.0,,1,0
25468316,189630854,5,1.44328,103.79239,0,90,2,0,1887.0,,2,365
25489396,28260347,4,1.40436,103.90788,0,75,3,11,244.0,0.76,1,0
25493161,66406177,1,1.2762,103.84414,1,156,30,1,235.0,0.13,274,342
25505227,191309433,1,1.3272700000000002,103.86251,0,40,30,3,288.0,0.23,4,53
25516668,191309433,1,1.32531,103.86452,0,60,1,8,320.0,0.56,4,0
25521590,192595419,5,1.43749,103.83001,1,68,90,0,1887.0,,1,304
25546483,192744736,3,1.31469,103.93182,1,75,90,0,1887.0,,1,90
25556050,126092431,1,1.30708,103.83465,0,181,90,0,1887.0,,2,179
25586550,160584643,3,1.31723,103.92069000000001,0,28,2,13,350.0,0.94,1,0
25591117,71047039,1,1.28191,103.84708,1,175,3,31,23.0,2.12,16,33
25592490,63543178,2,1.4019700000000002,103.75034000000001,0,69,1,0,1887.0,,1,0
25596207,1439258,1,1.28146,103.78596999999999,0,56,1,1,27.0,1.0,32,338
25596265,18618387,1,1.27944,103.78697,0,75,1,4,160.0,0.27,18,355
25599788,2767768,1,1.3118100000000001,103.88718,1,119,6,0,1887.0,,1,0
25603877,193004034,1,1.33416,103.84735,0,44,3,4,424.0,0.27,1,0
25634551,40078728,4,1.36076,103.8835,0,100,90,52,16.0,3.56,1,268
25661108,31464513,1,1.31354,103.85265,1,225,4,5,162.0,0.36,114,155
25707998,156409670,1,1.31115,103.87339,1,294,3,0,1887.0,,78,362
25711980,156409670,1,1.29187,103.80718,1,285,3,1,38.0,0.75,78,364
25716192,2136599,1,1.27415,103.84634,1,250,5,2,394.0,0.13,1,0
25716782,176745294,1,1.3171700000000002,103.84323,1,249,1,44,22.0,3.03,2,164
25746140,24214608,5,1.4466299999999999,103.83232,0,19,180,0,1887.0,,1,365
25748458,6609641,1,1.31566,103.82693,1,160,7,3,160.0,0.21,19,365
25753432,31464513,1,1.3223,103.86384,1,268,80,1,405.0,0.07,114,358
25759073,59405671,4,1.40658,103.89575,0,25,1,17,4.0,1.29,1,135
25759552,90613922,1,1.31102,103.85338,1,150,3,31,21.0,2.16,10,0
25760233,23336011,1,1.2805,103.8492,1,181,7,3,237.0,0.22,40,340
25765385,32798595,1,1.28035,103.85337,0,68,40,0,1887.0,,41,296
25768720,10303863,4,1.35626,103.89191,0,46,22,0,1887.0,,1,83
25783297,8492007,1,1.32589,103.84858,1,290,10,3,21.0,0.5,203,365
25793757,76505816,1,1.3117299999999998,103.89071,1,108,2,62,3.0,4.49,1,44
25796874,59850672,2,1.3797,103.73912,0,44,3,11,15.0,0.84,2,352
25797887,97878860,1,1.2832,103.84206999999999,0,67,90,1,248.0,0.12,59,356
25810330,23722617,1,1.31403,103.88852,1,78,10,14,15.0,0.99,84,55
25815030,102052937,1,1.29453,103.83703,2,81,2,9,10.0,0.62,2,82
25816343,162056672,1,1.28473,103.8593,0,300,1,9,368.0,0.61,2,269
25816812,71047039,1,1.28201,103.84483,1,150,3,32,109.0,2.17,16,45
25818992,31464513,1,1.32539,103.84523,1,144,10,0,1887.0,,114,365
25821961,183618288,1,1.2832700000000001,103.84513000000001,1,200,3,9,112.0,0.67,30,62
25843604,183618288,1,1.28336,103.845,1,175,3,6,83.0,0.49,30,47
25848131,32184450,1,1.3109899999999999,103.86014,1,181,3,1,32.0,0.88,67,365
25860399,2413412,1,1.28462,103.84352,0,65,90,0,1887.0,,112,356
25866359,23722617,1,1.28385,103.84536,1,110,8,3,195.0,0.23,84,89
25872180,78395972,3,1.3302,103.91444,0,60,2,61,49.0,4.29,1,213
25876380,9410772,4,1.39095,103.84676,1,181,24,0,1887.0,,1,365
25878538,22274940,1,1.30326,103.84673000000001,1,178,3,28,3.0,1.92,2,47
25878728,102027164,5,1.4478,103.81251999999999,0,31,1,0,1887.0,,2,0
25880519,156409670,1,1.27999,103.78551999999999,1,235,3,0,1887.0,,78,364
25886181,33539623,1,1.3087600000000001,103.85037,2,81,2,1,359.0,0.08,9,351
25888807,182166388,3,1.3127,103.9512,1,181,1,12,16.0,1.11,3,173
25892078,8527085,1,1.28099,103.85008,1,258,2,46,14.0,3.14,38,227
25909373,8948251,1,1.31439,103.88221999999999,0,33,18,2,338.0,0.15,83,353
25919936,33539623,1,1.30928,103.85151,2,56,1,0,1887.0,,9,0
25920277,33539623,1,1.3092700000000002,103.85162,2,81,1,2,411.0,0.14,9,365
25920417,33539623,1,1.3077299999999998,103.85009000000001,2,100,1,1,348.0,0.09,9,365
25920563,33539623,1,1.30941,103.85203,2,37,1,6,24.0,0.51,9,353
25920731,33539623,1,1.30956,103.85202,2,35,2,2,341.0,0.14,9,319
25926356,156409670,1,1.3151899999999999,103.84081,1,256,3,1,31.0,0.91,78,364
25927281,138649185,1,1.31655,103.84094,1,260,3,0,1887.0,,76,364
25949294,52310102,1,1.2795,103.78594,0,65,15,0,1887.0,,14,365
25953543,151316863,1,1.3019,103.85887,0,100,1,0,1887.0,,7,285
25953564,151316863,1,1.3026,103.86036,0,300,1,0,1887.0,,7,286
25955418,194823170,3,1.31525,103.91906999999999,0,50,1,15,26.0,1.27,3,40
25959162,31464513,1,1.32508,103.84533,1,140,10,2,215.0,0.14,114,320
25963531,2413412,1,1.28526,103.84173,0,65,90,2,247.0,0.16,112,326
25972498,187983099,3,1.34975,103.92900999999999,0,81,1,95,2.0,6.71,2,53
25980558,71047039,1,1.2822,103.84629,1,181,3,12,88.0,0.84,16,85
25980709,120674614,1,1.3204,103.85368000000001,1,250,5,2,32.0,0.29,6,55
25985784,195325602,1,1.28467,103.83495,0,65,7,1,182.0,0.16,6,354
25985995,156409670,1,1.31646,103.84047,1,289,3,1,200.0,0.15,78,364
25986560,195325602,1,1.28645,103.83346999999999,0,65,7,0,1887.0,,6,360
25986707,195325602,1,1.28653,103.83381999999999,0,65,7,1,181.0,0.16,6,360
25992872,32184450,1,1.32417,103.85016,1,106,14,5,37.0,0.36,67,318
25998215,44793532,1,1.33875,103.86948000000001,0,43,1,114,15.0,7.81,2,235
26010615,195325602,1,1.2846,103.83341999999999,0,65,7,1,77.0,0.38,6,360
26010706,195325602,1,1.28455,103.83357,0,65,7,2,169.0,0.34,6,355
26011461,195325602,1,1.2861799999999999,103.83369,0,65,7,0,1887.0,,6,360
26018504,9293170,2,1.34754,103.72343000000001,0,150,3,0,1887.0,,14,365
26020344,8492007,1,1.3235299999999999,103.85085,1,150,10,1,33.0,0.86,203,365
26033895,24963905,1,1.3026,103.84936,0,49,11,0,1887.0,,3,319
26040285,31464513,1,1.32372,103.8507,1,140,7,3,50.0,0.22,114,322
26052120,156409670,1,1.3074299999999999,103.85032,1,153,30,0,1887.0,,78,364
26054381,96467516,1,1.31555,103.8877,0,67,2,37,12.0,2.69,26,214
26054779,49409188,4,1.3715600000000001,103.87465,0,40,180,0,1887.0,,2,365
26055137,49409188,4,1.3729,103.87469,0,40,180,0,1887.0,,2,365
26056791,3234859,1,1.30495,103.86233,0,60,1,53,2.0,3.73,9,139
26063632,112334807,1,1.28004,103.84940999999999,1,276,1,7,51.0,0.61,3,162
26065685,170378301,1,1.30213,103.84845,0,56,7,2,199.0,0.27,9,0
26084661,13678894,4,1.35256,103.86761,0,64,2,4,26.0,0.28,1,115
26093121,68059127,3,1.32503,103.91637,0,178,3,0,1887.0,,21,168
26093769,8492007,1,1.31034,103.87624,1,218,2,5,301.0,0.38,203,337
26094193,8492007,1,1.30916,103.87812,1,268,2,2,350.0,0.15,203,305
26109666,31464513,1,1.3112700000000002,103.87788,1,237,3,3,375.0,0.22,114,362
26109753,31464513,1,1.31005,103.87796,1,268,3,1,401.0,0.07,114,362
26110112,31464513,1,1.3115,103.87824,1,237,3,17,79.0,1.19,114,358
26111450,95085358,2,1.36202,103.76454,0,101,365,0,1887.0,,1,180
26120936,194915699,2,1.37778,103.76279,0,60,1,9,299.0,0.65,1,0
26121744,96467516,1,1.31501,103.88655,0,67,2,20,8.0,1.55,26,214
26139798,32184450,1,1.29434,103.84322,1,150,12,4,220.0,0.39,67,361
26143135,32798595,1,1.28057,103.85342,0,92,45,0,1887.0,,41,365
26143674,31464513,1,1.31572,103.85314,1,140,7,2,204.0,0.21,114,329
26144223,31464513,1,1.29345,103.84173,1,149,7,2,94.0,0.14,114,325
26170239,159804766,1,1.32436,103.85341,1,250,5,0,1887.0,,79,259
26170424,196709892,1,1.30461,103.85294,2,18,1,18,31.0,1.36,5,358
26171536,159804766,1,1.32146,103.85322,1,250,5,0,1887.0,,79,261
26176258,71047039,1,1.28151,103.84629,1,181,3,10,114.0,0.7,16,47
26177110,32184450,1,1.3230000000000002,103.85396999999999,1,100,5,6,62.0,0.46,67,340
26183286,152646149,1,1.3008600000000001,103.85324,0,46,28,0,1887.0,,1,0
26189993,18618387,1,1.28167,103.78747,0,137,1,0,1887.0,,18,364
26199521,158923082,1,1.28064,103.78516,1,108,700,2,425.0,0.14,1,358
26201262,32184450,1,1.3021200000000002,103.84873,1,131,12,2,226.0,0.24,67,353
26204005,71047039,1,1.31839,103.84758000000001,1,100,3,8,24.0,0.56,16,33
26205199,32184450,1,1.3141,103.85392,1,219,5,2,283.0,0.15,67,305
26207243,138649185,1,1.29244,103.80833,1,260,3,0,1887.0,,76,364
26207649,31464513,1,1.31192,103.8781,1,237,3,7,192.0,0.51,114,362
26217724,8527085,1,1.28158,103.84871,1,258,2,7,38.0,0.51,38,13
26221747,41039458,1,1.28108,103.78316,1,135,25,2,112.0,0.48,10,0
26232923,36277810,4,1.39042,103.87892,0,44,1,81,22.0,5.79,1,325
26286378,197628878,1,1.29911,103.83621,1,150,90,0,1887.0,,1,365
26290123,2413412,1,1.31395,103.88181,0,33,18,1,293.0,0.1,112,359
26290281,8948251,1,1.31466,103.8828,0,33,18,1,408.0,0.07,83,359
26293068,8948251,1,1.30982,103.86158,0,40,28,1,383.0,0.08,83,362
26304624,129970872,3,1.31916,103.90977,1,119,2,1,351.0,0.08,1,0
26304989,4197286,2,1.31655,103.76496,0,50,90,0,1887.0,,1,89
26309079,71047039,1,1.28191,103.84665,1,150,3,40,34.0,3.22,16,70
26310349,31464513,1,1.32869,103.84708,1,131,7,3,19.0,0.55,114,357
26318683,9164793,1,1.28439,103.83243,0,108,1,10,303.0,0.71,5,0
26322683,149288488,1,1.31493,103.88193000000001,1,117,3,1,288.0,0.1,2,54
26325132,36177912,1,1.27928,103.85342,1,194,90,1,10.0,1.0,3,162
26335455,91165081,3,1.3089899999999999,103.91135,0,40,5,1,236.0,0.13,10,362
26340202,159804766,1,1.30974,103.87635999999999,1,250,5,0,1887.0,,79,337
26344207,100474068,2,1.38422,103.74553,0,50,8,14,13.0,1.13,2,271
26369349,149873393,3,1.3277,103.94559,1,115,3,42,19.0,2.96,3,86
26369880,159804766,1,1.31124,103.87805,1,250,5,1,410.0,0.07,79,336
26370145,159804766,1,1.3199,103.8521,1,250,5,0,1887.0,,79,186
26381161,81107861,1,1.31619,103.88308,0,37,2,33,1.0,2.38,4,157
26382243,2413412,1,1.2848600000000001,103.84178,0,57,90,1,410.0,0.07,112,343
26384329,8948251,1,1.31111,103.8582,0,57,18,1,424.0,0.07,83,360
26405063,6609641,1,1.31723,103.8257,1,300,7,4,184.0,0.32,19,351
26409674,144740166,1,1.31548,103.85445,1,235,2,1,344.0,0.09,5,0
26430186,159804766,1,1.29445,103.84283,1,137,3,3,43.0,0.38,79,320
26430483,159804766,1,1.30081,103.84701,1,149,14,0,1887.0,,79,174
26430673,159804766,1,1.29526,103.8279,1,149,14,0,1887.0,,79,325
26430795,159804766,1,1.31565,103.85603,1,139,4,0,1887.0,,79,341
26430981,159804766,1,1.3269799999999998,103.84747,1,149,7,0,1887.0,,79,338
26431075,159804766,1,1.32674,103.84689,1,181,5,0,1887.0,,79,320
26432259,32798595,1,1.28035,103.85203,0,85,60,0,1887.0,,41,365
26435121,29420853,1,1.31596,103.85306,1,131,10,4,344.0,0.31,141,332
26435923,56421978,1,1.3182,103.85191999999999,0,60,3,15,1.0,1.2,7,146
26436348,29420853,1,1.3265200000000001,103.84606,1,131,10,7,22.0,0.55,141,320
26444799,181489116,1,1.34171,103.87957,0,81,3,3,360.0,0.23,1,0
26461753,87181745,1,1.30084,103.85045,0,111,1,1,193.0,0.15,4,0
26484203,74708747,3,1.33699,103.92859,0,43,2,8,143.0,0.57,1,85
26502772,158404113,1,1.31244,103.88305,0,65,1,2,65.0,0.19,3,148
26503285,29420853,1,1.3208,103.85332,1,131,10,0,1887.0,,141,339
26503900,20682139,2,1.37869,103.7518,1,50,5,14,17.0,1.07,1,310
26504288,29420853,1,1.29504,103.84309,1,131,10,9,120.0,0.89,141,287
26544804,29420853,1,1.31165,103.87633000000001,1,258,3,7,41.0,0.63,141,339
26545297,29420853,1,1.29974,103.85025,1,131,10,2,370.0,0.16,141,260
26545378,29420853,1,1.32196,103.85173,1,131,30,0,1887.0,,141,365
26547527,29420853,1,1.31125,103.86053000000001,1,168,3,1,261.0,0.11,141,307
26552882,29420853,1,1.32261,103.8536,1,200,3,3,17.0,0.22,141,254
26553209,29420853,1,1.31126,103.87671,1,178,3,28,11.0,2.23,141,333
26555143,72997363,4,1.3454700000000002,103.87799,1,228,3,36,4.0,3.35,1,94
26577038,96467516,1,1.31269,103.87859,0,51,2,22,9.0,1.62,26,168
26583889,1170341,1,1.29293,103.83104,0,104,30,3,30.0,0.94,3,261
26592863,40828349,1,1.28524,103.83359,0,62,3,2,391.0,0.15,1,0
26612587,158404113,1,1.3117,103.88209,0,60,1,1,31.0,0.91,3,147
26633522,138720463,1,1.2984,103.84121,1,201,28,11,58.0,0.99,8,167
26683920,134613805,1,1.28895,103.83094,0,99,1,41,3.0,3.0,1,46
26693858,200705490,1,1.28085,103.8257,1,160,1,2,342.0,0.16,1,0
26706482,29420853,1,1.31568,103.85285999999999,1,168,3,10,25.0,0.78,141,329
26722597,11852391,1,1.27741,103.85069,1,160,1,14,191.0,1.15,1,0
26722862,2413412,1,1.31564,103.88095,0,33,18,2,200.0,0.22,112,359
26731319,29420853,1,1.3113,103.87765,1,178,3,33,5.0,2.49,141,292
26731389,29420853,1,1.31021,103.87819,1,258,3,19,15.0,1.65,141,299
26733957,117734470,1,1.32112,103.85381,1,149,2,43,23.0,3.17,8,66
26753305,150395781,1,1.30511,103.78941999999999,1,131,14,2,352.0,0.16,1,0
26753371,159804766,1,1.31056,103.87601,1,228,5,0,1887.0,,79,260
26753497,159804766,1,1.31162,103.87659000000001,1,250,5,0,1887.0,,79,317
26754482,159804766,1,1.31102,103.88428,1,158,10,0,1887.0,,79,325
26754883,159804766,1,1.31446,103.85645,1,139,10,0,1887.0,,79,334
26755057,159804766,1,1.31521,103.85344,1,150,3,0,1887.0,,79,332
26755194,159804766,1,1.3194299999999999,103.85325999999999,1,150,5,3,142.0,0.42,79,339
26755270,159804766,1,1.30116,103.84878,1,149,14,0,1887.0,,79,174
26755304,201193048,1,1.32665,103.84312,1,151,3,65,14.0,4.99,1,36
26755389,159804766,1,1.2935,103.84281,1,149,10,0,1887.0,,79,287
26755593,159804766,1,1.29545,103.82751999999999,1,150,10,0,1887.0,,79,151
26755694,159804766,1,1.32774,103.84904,1,137,3,1,183.0,0.16,79,342
26755783,159804766,1,1.2996299999999998,103.85128,1,181,5,0,1887.0,,79,260
26756209,159804766,1,1.31511,103.85245,1,190,5,1,201.0,0.15,79,307
26756383,159804766,1,1.32275,103.85204,1,250,5,0,1887.0,,79,275
26756503,159804766,1,1.32382,103.85208,1,208,3,0,1887.0,,79,330
26761652,32184450,1,1.31447,103.88923,1,200,7,5,288.0,0.44,67,361
26768425,8492007,1,1.31459,103.8547,1,187,5,4,304.0,0.3,203,364
26770254,37101162,3,1.37376,103.95309,0,50,90,0,1887.0,,1,179
26790724,951965,3,1.36119,103.93414,0,87,1,3,81.0,0.23,2,261
26794016,11651748,1,1.29408,103.8409,0,56,1,2,255.0,0.23,1,21
26800555,201533938,4,1.3999,103.90541999999999,0,81,3,0,1887.0,,3,54
26822021,2413412,1,1.31283,103.85834,0,60,18,1,36.0,0.79,112,332
26849868,201937875,2,1.34512,103.72366,1,119,2,13,16.0,0.99,2,277
26852016,201932923,1,1.3141100000000001,103.89199,1,250,3,31,57.0,2.4,2,8
26853356,94903993,1,1.31634,103.89981999999999,1,110,89,0,1887.0,,1,312
26854105,183618288,1,1.28306,103.84546999999999,1,200,3,12,17.0,0.99,30,43
26857526,32798595,1,1.2815299999999998,103.85333,0,94,45,0,1887.0,,41,365
26880160,8492007,1,1.31054,103.87685,1,269,2,2,72.0,0.16,203,347
26880725,8492007,1,1.31047,103.87613,1,228,2,2,350.0,0.15,203,337
26885359,3274080,3,1.3076,103.9118,1,87,2,53,3.0,4.06,2,14
26893789,119613097,1,1.3107600000000001,103.86036999999999,1,300,2,1,390.0,0.08,27,362
26894055,119613097,1,1.31053,103.85983,1,200,2,3,280.0,0.23,27,365
26901705,56273456,2,1.34985,103.74369,0,50,7,1,390.0,0.08,3,0
26908251,32184450,1,1.30966,103.87671999999999,1,200,3,5,217.0,0.44,67,362
26908425,32184450,1,1.31196,103.87674,1,225,25,1,51.0,0.57,67,361
26925552,178584113,1,1.2770700000000001,103.84808000000001,1,300,4,11,66.0,1.01,15,353
26930345,183618288,1,1.2818,103.84625,1,300,3,1,336.0,0.09,30,27
26931333,71047039,1,1.2828899999999999,103.84523,1,137,3,29,22.0,2.27,16,78
26935086,183618288,1,1.3166200000000001,103.82799999999999,1,181,30,9,149.0,0.79,30,77
